סמל יישוב,יישוב מחושב,תאור קבוצה סטטיסטית,שנת הודעה,Total,2019,2018,2017,2016,2015,2014
-2.0,מועצה אזורית עמק חפר,עבירות מרמה,,195,17,27,30,32,40,49
-2.0,מועצה אזורית עמק חפר,עבירות נגד אדם,,8,3,2,1,-,-,2
-2.0,מועצה אזורית עמק חפר,עבירות נגד גוף,,955,143,139,162,168,180,163
-2.0,מועצה אזורית עמק חפר,עבירות סדר ציבורי,,1964,304,315,351,309,341,344
-2.0,מועצה אזורית עמק חפר,עבירות רשוי,,11,1,2,1,3,-,4
-2.0,מועצה אזורית עמק חפר,עבירות תנועה,,40,10,8,7,9,3,3
-2.0,מועצה אזורית עמק חפר,שאר עבירות,,11,-,1,-,5,5,-
-2.0,מועצה אזורית עמק יזרעאל,Total,,5839,814,944,904,1013,1058,1106
-2.0,מועצה אזורית עמק יזרעאל,-,,8,3,-,1,2,1,1
-2.0,מועצה אזורית עמק יזרעאל,סעיפי הגדרה,,4,-,-,-,1,1,2
-2.0,מועצה אזורית עמק יזרעאל,עבירות בטחון,,97,21,19,13,22,10,12
-2.0,מועצה אזורית עמק יזרעאל,עבירות כלכליות,,3,1,-,-,-,2,-
-2.0,מועצה אזורית עמק יזרעאל,עבירות כלפי המוסר,,876,126,207,181,102,125,135
-2.0,מועצה אזורית עמק יזרעאל,עבירות כלפי הרכוש,,3241,448,466,467,618,623,619
-2.0,מועצה אזורית עמק יזרעאל,עבירות מין,,89,14,14,16,10,9,26
-2.0,מועצה אזורית עמק יזרעאל,עבירות מרמה,,197,20,35,19,31,34,58
-2.0,מועצה אזורית עמק יזרעאל,עבירות נגד אדם,,12,4,3,3,2,-,-
-2.0,מועצה אזורית עמק יזרעאל,עבירות נגד גוף,,611,76,90,105,113,111,116
-2.0,מועצה אזורית עמק יזרעאל,עבירות סדר ציבורי,,1473,214,286,212,207,277,277
-2.0,מועצה אזורית עמק יזרעאל,עבירות רשוי,,17,4,4,4,1,2,2
-2.0,מועצה אזורית עמק יזרעאל,עבירות תנועה,,43,4,9,9,6,5,10
-2.0,מועצה אזורית עמק יזרעאל,שאר עבירות,,7,1,-,1,2,2,1
-2.0,מועצה אזורית עמק לוד,Total,,2313,328,306,432,440,373,434
-2.0,מועצה אזורית עמק לוד,-,,5,2,1,-,-,-,2
-2.0,מועצה אזורית עמק לוד,סעיפי הגדרה,,2,-,1,1,-,-,-
-2.0,מועצה אזורית עמק לוד,עבירות בטחון,,18,5,2,4,1,4,2
-2.0,מועצה אזורית עמק לוד,עבירות כלכליות,,7,-,1,1,3,-,2
-2.0,מועצה אזורית עמק לוד,עבירות כלפי המוסר,,113,38,15,20,15,8,17
-2.0,מועצה אזורית עמק לוד,עבירות כלפי הרכוש,,1242,135,133,242,267,221,244
-2.0,מועצה אזורית עמק לוד,עבירות מין,,78,11,18,18,10,9,12
-2.0,מועצה אזורית עמק לוד,עבירות מרמה,,83,7,11,12,22,23,8
-2.0,מועצה אזורית עמק לוד,עבירות נגד אדם,,5,1,1,-,1,-,2
-2.0,מועצה אזורית עמק לוד,עבירות נגד גוף,,411,72,67,80,66,64,62
-2.0,מועצה אזורית עמק לוד,עבירות סדר ציבורי,,834,131,142,163,134,122,142
-2.0,מועצה אזורית עמק לוד,עבירות רשוי,,7,2,2,1,1,-,1
-2.0,מועצה אזורית עמק לוד,עבירות תנועה,,29,3,1,16,4,2,3
-2.0,מועצה אזורית ערבות הירדן,Total,,1392,174,231,249,215,250,273
-2.0,מועצה אזורית ערבות הירדן,סעיפי הגדרה,,2,-,-,1,1,-,-
-2.0,מועצה אזורית ערבות הירדן,עבירות בטחון,,262,51,50,51,27,41,42
-2.0,מועצה אזורית ערבות הירדן,עבירות כלכליות,,4,-,1,1,-,2,-
-2.0,מועצה אזורית ערבות הירדן,עבירות כלפי המוסר,,93,14,14,7,9,11,38
-2.0,מועצה אזורית ערבות הירדן,עבירות כלפי הרכוש,,807,88,134,145,148,143,149
-2.0,מועצה אזורית ערבות הירדן,עבירות מין,,22,2,1,4,4,6,5
-2.0,מועצה אזורית ערבות הירדן,עבירות מרמה,,37,4,-,4,5,11,13
-2.0,מועצה אזורית ערבות הירדן,עבירות נגד אדם,,10,3,2,2,2,-,1
-2.0,מועצה אזורית ערבות הירדן,עבירות נגד גוף,,89,12,18,21,10,16,12
-2.0,מועצה אזורית ערבות הירדן,עבירות סדר ציבורי,,299,49,44,46,48,68,44
-2.0,מועצה אזורית ערבות הירדן,עבירות רשוי,,21,6,2,4,1,4,4
-2.0,מועצה אזורית ערבות הירדן,עבירות תנועה,,5,1,-,-,1,-,3
-2.0,מועצה אזורית ערבות הירדן,שאר עבירות,,10,-,-,4,2,2,2
-2.0,מועצה אזורית רמת נגב,Total,,2292,290,382,443,442,360,375
-2.0,מועצה אזורית רמת נגב,עבירות בטחון,,114,20,10,14,22,22,26
-2.0,מועצה אזורית רמת נגב,עבירות כלכליות,,6,-,2,-,2,1,1
-2.0,מועצה אזורית רמת נגב,עבירות כלפי המוסר,,325,69,82,85,52,22,15
-2.0,מועצה אזורית רמת נגב,עבירות כלפי הרכוש,,1023,115,144,190,209,211,154
-2.0,מועצה אזורית רמת נגב,עבירות מין,,42,2,6,9,10,5,10
-2.0,מועצה אזורית רמת נגב,עבירות מנהליות,,24,-,2,7,7,6,2
-2.0,מועצה אזורית רמת נגב,עבירות מרמה,,32,2,5,8,5,4,8
-2.0,מועצה אזורית רמת נגב,עבירות נגד אדם,,10,2,-,2,2,3,1
-2.0,מועצה אזורית רמת נגב,עבירות נגד גוף,,340,42,51,64,64,39,80
-2.0,מועצה אזורית רמת נגב,עבירות סדר ציבורי,,893,108,132,158,185,131,179
-2.0,מועצה אזורית רמת נגב,עבירות רשוי,,18,1,4,1,4,5,3
-2.0,מועצה אזורית רמת נגב,עבירות תנועה,,17,-,1,5,3,4,4
-2.0,מועצה אזורית רמת נגב,שאר עבירות,,7,-,1,-,2,1,3
-2.0,מועצה אזורית שדות נגב,Total,,1886,243,294,297,352,360,340
-2.0,מועצה אזורית שדות נגב,סעיפי הגדרה,,2,-,-,1,1,-,-
-2.0,מועצה אזורית שדות נגב,עבירות בטחון,,13,-,3,1,1,2,6
-2.0,מועצה אזורית שדות נגב,עבירות כלכליות,,5,3,-,-,1,-,1
-2.0,מועצה אזורית שדות נגב,עבירות כלפי המוסר,,233,30,70,44,27,26,36
-2.0,מועצה אזורית שדות נגב,עבירות כלפי הרכוש,,1031,122,133,166,233,211,166
-2.0,מועצה אזורית שדות נגב,עבירות מין,,25,3,7,5,6,2,2
-2.0,מועצה אזורית שדות נגב,עבירות מרמה,,48,8,13,7,5,11,4
-2.0,מועצה אזורית שדות נגב,עבירות נגד אדם,,1,-,-,1,-,-,-
-2.0,מועצה אזורית שדות נגב,עבירות נגד גוף,,247,33,44,36,35,43,56
-2.0,מועצה אזורית שדות נגב,עבירות סדר ציבורי,,628,96,77,84,114,125,132
-2.0,מועצה אזורית שדות נגב,עבירות רשוי,,9,3,1,1,1,2,1
-2.0,מועצה אזורית שדות נגב,עבירות תנועה,,23,4,2,1,6,5,5
-2.0,מועצה אזורית שדות נגב,שאר עבירות,,4,-,1,1,2,-,-
-2.0,מועצה אזורית שומרון,Total,,4618,695,819,858,717,716,813
-2.0,מועצה אזורית שומרון,-,,11,7,1,1,-,1,1
-2.0,מועצה אזורית שומרון,סעיפי הגדרה,,3,1,2,-,-,-,-
-2.0,מועצה אזורית שומרון,עבירות בטחון,,1010,121,147,161,156,214,211
-2.0,מועצה אזורית שומרון,עבירות כלכליות,,5,1,-,-,1,2,1
-2.0,מועצה אזורית שומרון,עבירות כלפי המוסר,,275,53,54,53,59,26,30
-2.0,מועצה אזורית שומרון,עבירות כלפי הרכוש,,1538,233,271,300,231,210,293
-2.0,מועצה אזורית שומרון,עבירות מין,,125,27,27,19,20,11,21
-2.0,מועצה אזורית שומרון,עבירות מנהליות,,1,-,1,-,-,-,-
-2.0,מועצה אזורית שומרון,עבירות מרמה,,174,16,26,26,31,35,40
-2.0,מועצה אזורית שומרון,עבירות נגד אדם,,46,4,7,7,11,13,4
-2.0,מועצה אזורית שומרון,עבירות נגד גוף,,822,160,159,140,117,108,138
-2.0,מועצה אזורית שומרון,עבירות סדר ציבורי,,1626,250,313,317,237,246,263
-2.0,מועצה אזורית שומרון,עבירות רשוי,,23,6,4,4,1,1,7
-2.0,מועצה אזורית שומרון,עבירות תנועה,,32,2,3,10,7,6,4
-2.0,מועצה אזורית שומרון,שאר עבירות,,13,3,2,-,-,4,4
-2.0,מועצה אזורית שער הנגב,Total,,1549,205,234,234,247,327,302
-2.0,מועצה אזורית שער הנגב,סעיפי הגדרה,,2,-,-,-,-,2,-
-2.0,מועצה אזורית שער הנגב,עבירות בטחון,,206,33,31,25,35,46,36
-2.0,מועצה אזורית שער הנגב,עבירות כלכליות,,10,1,4,1,1,3,-
-2.0,מועצה אזורית שער הנגב,עבירות כלפי המוסר,,140,15,26,26,21,26,26
-2.0,מועצה אזורית שער הנגב,עבירות כלפי הרכוש,,759,107,101,124,139,153,135
-2.0,מועצה אזורית שער הנגב,עבירות מין,,14,3,3,-,-,4,4
-2.0,מועצה אזורית שער הנגב,עבירות מרמה,,52,2,10,7,6,16,11
-2.0,מועצה אזורית שער הנגב,עבירות נגד אדם,,10,1,1,-,1,3,4
-2.0,מועצה אזורית שער הנגב,עבירות נגד גוף,,182,21,36,31,15,31,48
-2.0,מועצה אזורית שער הנגב,עבירות סדר ציבורי,,472,63,73,71,63,116,86
-2.0,מועצה אזורית שער הנגב,עבירות רשוי,,24,3,10,2,2,4,3
-2.0,מועצה אזורית שער הנגב,עבירות תנועה,,9,1,2,2,2,1,1
-2.0,מועצה אזורית שער הנגב,שאר עבירות,,3,-,-,1,1,-,1
-2.0,מועצה אזורית שפיר,Total,,2274,320,341,386,406,427,394
-2.0,מועצה אזורית שפיר,סעיפי הגדרה,,3,-,1,-,-,1,1
-2.0,מועצה אזורית שפיר,עבירות בטחון,,22,3,2,4,3,6,4
-2.0,מועצה אזורית שפיר,עבירות כלכליות,,2,2,-,-,-,-,-
-2.0,מועצה אזורית שפיר,עבירות כלפי המוסר,,119,25,28,24,7,22,13
-2.0,מועצה אזורית שפיר,עבירות כלפי הרכוש,,1344,182,174,208,266,261,253
-2.0,מועצה אזורית שפיר,עבירות מין,,23,3,3,6,4,4,3
-2.0,מועצה אזורית שפיר,עבירות מנהליות,,1,-,-,1,-,-,-
-2.0,מועצה אזורית שפיר,עבירות מרמה,,44,5,9,12,8,7,3
-2.0,מועצה אזורית שפיר,עבירות נגד אדם,,6,-,2,1,-,1,2
-2.0,מועצה אזורית שפיר,עבירות נגד גוף,,307,37,59,61,48,50,52
-2.0,מועצה אזורית שפיר,עבירות סדר ציבורי,,751,117,127,133,124,121,129
-2.0,מועצה אזורית שפיר,עבירות רשוי,,22,9,2,-,2,6,3
-2.0,מועצה אזורית שפיר,עבירות תנועה,,12,-,3,-,4,2,3
-2.0,מועצה אזורית שפיר,שאר עבירות,,2,-,-,-,1,-,1
-2.0,מועצה אזורית תמר,Total,,1795,88,207,246,392,392,470
-2.0,מועצה אזורית תמר,-,,1,-,-,-,1,-,-
-2.0,מועצה אזורית תמר,עבירות בטחון,,20,3,-,4,4,3,6
-2.0,מועצה אזורית תמר,עבירות כלכליות,,2,-,-,-,-,1,1
-2.0,מועצה אזורית תמר,עבירות כלפי המוסר,,95,7,17,14,11,18,28
-2.0,מועצה אזורית תמר,עבירות כלפי הרכוש,,969,44,112,111,227,213,262
-2.0,מועצה אזורית תמר,עבירות מין,,62,4,8,6,11,17,16
-2.0,מועצה אזורית תמר,עבירות מנהליות,,1,-,1,-,-,-,-
-2.0,מועצה אזורית תמר,עבירות מרמה,,67,2,9,9,13,10,24
-2.0,מועצה אזורית תמר,עבירות נגד אדם,,7,-,1,2,2,-,2
-2.0,מועצה אזורית תמר,עבירות נגד גוף,,330,15,41,52,64,79,79
-2.0,מועצה אזורית תמר,עבירות סדר ציבורי,,551,24,64,88,113,124,138
-2.0,מועצה אזורית תמר,עבירות רשוי,,13,-,-,5,5,2,1
-2.0,מועצה אזורית תמר,עבירות תנועה,,7,-,-,2,3,1,1
-2.0,מועצה אזורית תמר,שאר עבירות,,7,-,-,1,1,2,3
28.0,מזכרת בתיה,Total,,1685,201,214,319,339,306,306
28.0,מזכרת בתיה,-,,3,2,-,1,-,-,-
28.0,מזכרת בתיה,סעיפי הגדרה,,14,-,-,1,10,2,1
28.0,מזכרת בתיה,עבירות בטחון,,9,1,1,3,2,-,2
28.0,מזכרת בתיה,עבירות כלכליות,,3,-,1,-,1,1,-
28.0,מזכרת בתיה,עבירות כלפי המוסר,,117,9,12,50,13,9,24
28.0,מזכרת בתיה,עבירות כלפי הרכוש,,891,102,115,141,183,184,166
28.0,מזכרת בתיה,עבירות מין,,35,8,3,5,2,8,9
28.0,מזכרת בתיה,עבירות מרמה,,49,7,6,13,8,9,6
28.0,מזכרת בתיה,עבירות נגד אדם,,2,1,-,1,-,-,-
28.0,מזכרת בתיה,עבירות נגד גוף,,210,34,33,38,40,32,33
28.0,מזכרת בתיה,עבירות סדר ציבורי,,584,69,77,115,123,98,102
28.0,מזכרת בתיה,עבירות רשוי,,7,1,3,-,-,1,2
28.0,מזכרת בתיה,עבירות תנועה,,10,-,1,3,2,2,2
517.0,מזרעה,Total,,686,111,108,136,119,98,114
517.0,מזרעה,-,,1,-,1,-,-,-,-
517.0,מזרעה,עבירות בטחון,,28,3,5,6,2,6,6
517.0,מזרעה,עבירות כלכליות,,2,-,1,-,-,-,1
517.0,מזרעה,עבירות כלפי המוסר,,36,7,8,9,5,4,3
517.0,מזרעה,עבירות כלפי הרכוש,,284,41,43,58,50,48,44
517.0,מזרעה,עבירות מין,,6,-,2,1,1,2,-
517.0,מזרעה,עבירות מרמה,,14,-,3,7,-,3,1
517.0,מזרעה,עבירות נגד אדם,,2,-,1,-,-,-,1
517.0,מזרעה,עבירות נגד גוף,,172,32,25,25,30,29,31
517.0,מזרעה,עבירות סדר ציבורי,,338,64,49,63,59,44,59
517.0,מזרעה,עבירות רשוי,,2,1,-,-,-,1,-
517.0,מזרעה,עבירות תנועה,,10,1,-,2,-,5,2
43.0,מטולה,Total,,203,33,31,55,30,22,32
43.0,מטולה,עבירות בטחון,,9,2,1,2,2,1,1
43.0,מטולה,עבירות כלפי המוסר,,50,16,16,8,6,3,1
43.0,מטולה,עבירות כלפי הרכוש,,60,7,6,12,9,12,14
43.0,מטולה,עבירות מין,,4,1,-,1,1,1,-
43.0,מטולה,עבירות מרמה,,7,2,1,2,-,1,1
43.0,מטולה,עבירות נגד גוף,,38,5,4,15,8,1,5
43.0,מטולה,עבירות סדר ציבורי,,63,9,7,23,11,3,10
43.0,מטולה,עבירות רשוי,,1,-,-,-,1,-,-
43.0,מטולה,עבירות תנועה,,5,1,3,1,-,-,-
43.0,מטולה,שאר עבירות,,2,-,1,-,-,-,1
1268.0,מיתר,Total,,1858,346,601,250,271,223,167
1268.0,מיתר,עבירות בטחון,,49,5,13,10,6,10,5
1268.0,מיתר,עבירות כלכליות,,8,1,4,2,1,-,-
1268.0,מיתר,עבירות כלפי המוסר,,79,16,26,7,3,19,8
1268.0,מיתר,עבירות כלפי הרכוש,,621,103,125,78,135,103,77
1268.0,מיתר,עבירות מין,,20,2,6,2,5,4,1
1268.0,מיתר,עבירות מרמה,,80,10,17,14,21,11,7
1268.0,מיתר,עבירות נגד אדם,,2,-,-,-,2,-,-
1268.0,מיתר,עבירות נגד גוף,,151,27,33,29,31,20,11
1268.0,מיתר,עבירות סדר ציבורי,,1057,209,433,138,114,85,78
1268.0,מיתר,עבירות רשוי,,4,-,1,2,1,-,-
1268.0,מיתר,עבירות תנועה,,22,4,7,2,6,3,-
1268.0,מיתר,שאר עבירות,,8,-,3,2,1,1,1
4203.0,מסעדה,Total,,500,95,82,94,56,70,103
4203.0,מסעדה,-,,1,-,-,1,-,-,-
4203.0,מסעדה,עבירות בטחון,,13,1,1,-,2,3,6
4203.0,מסעדה,עבירות כלכליות,,2,2,-,-,-,-,-
4203.0,מסעדה,עבירות כלפי המוסר,,87,16,7,23,5,11,25
4203.0,מסעדה,עבירות כלפי הרכוש,,134,20,32,25,17,17,23
4203.0,מסעדה,עבירות מין,,6,2,1,1,-,1,1
4203.0,מסעדה,עבירות מרמה,,23,6,4,4,5,2,2
4203.0,מסעדה,עבירות נגד גוף,,103,24,17,16,14,17,15
4203.0,מסעדה,עבירות סדר ציבורי,,243,47,48,40,25,36,47
4203.0,מסעדה,עבירות רשוי,,8,-,-,3,4,-,1
4203.0,מסעדה,עבירות תנועה,,14,7,3,1,-,3,-
4203.0,מסעדה,שאר עבירות,,1,-,-,1,-,-,-
518.0,מעיליא,Total,,537,77,71,76,92,129,92
518.0,מעיליא,עבירות בטחון,,15,3,3,-,2,4,3
518.0,מעיליא,עבירות כלפי המוסר,,101,7,3,8,15,43,25
518.0,מעיליא,עבירות כלפי הרכוש,,141,25,28,23,25,23,17
518.0,מעיליא,עבירות מין,,5,-,-,1,1,2,1
518.0,מעיליא,עבירות מרמה,,24,5,1,4,2,6,6
518.0,מעיליא,עבירות נגד גוף,,100,17,11,17,18,20,17
518.0,מעיליא,עבירות סדר ציבורי,,251,36,37,37,46,52,43
518.0,מעיליא,עבירות רשוי,,3,-,-,-,-,2,1
518.0,מעיליא,עבירות תנועה,,8,5,-,-,2,1,-
3616.0,מעלה אדומים,Total,,6819,797,1012,1079,1237,1328,1366
3616.0,מעלה אדומים,-,,8,1,1,3,-,-,3
3616.0,מעלה אדומים,לא ידוע,,1,-,-,-,-,1,-
3616.0,מעלה אדומים,סעיפי הגדרה,,3,-,-,1,1,-,1
